"LTER_site","local_site","date","discharge","temperature","notes"
"NWT","sdl",2000-05-15,84,NaN,NaN
"NWT","sdl",2000-05-16,255,NaN,NaN
"NWT","sdl",2000-05-17,752,NaN,NaN
"NWT","sdl",2000-05-18,2,NaN,NaN
"NWT","sdl",2000-05-19,312,NaN,NaN
"NWT","sdl",2000-05-20,219,NaN,NaN
"NWT","sdl",2000-05-21,450,NaN,NaN
"NWT","sdl",2000-05-22,600,NaN,NaN
"NWT","sdl",2000-05-23,1475,NaN,NaN
"NWT","sdl",2000-05-24,1964,NaN,NaN
"NWT","sdl",2000-05-25,1443,NaN,NaN
"NWT","sdl",2000-05-26,679,NaN,NaN
"NWT","sdl",2000-05-27,995,NaN,NaN
"NWT","sdl",2000-05-28,1767,NaN,NaN
"NWT","sdl",2000-05-29,2552,NaN,NaN
"NWT","sdl",2000-05-30,2744,NaN,NaN
"NWT","sdl",2000-05-31,2105,NaN,NaN
"NWT","sdl",2000-06-01,1706,NaN,NaN
"NWT","sdl",2000-06-02,1608,NaN,NaN
"NWT","sdl",2000-06-03,1804,NaN,NaN
"NWT","sdl",2000-06-04,1856,NaN,NaN
"NWT","sdl",2000-06-05,2107,NaN,NaN
"NWT","sdl",2000-06-06,2269,NaN,NaN
"NWT","sdl",2000-06-07,2206,NaN,NaN
"NWT","sdl",2000-06-08,2028,NaN,NaN
"NWT","sdl",2000-06-09,2107,NaN,NaN
"NWT","sdl",2000-06-10,1421,NaN,NaN
"NWT","sdl",2000-06-11,1213,NaN,NaN
"NWT","sdl",2000-06-12,1308,NaN,NaN
"NWT","sdl",2000-06-13,1372,NaN,NaN
"NWT","sdl",2000-06-14,1490,NaN,NaN
"NWT","sdl",2000-06-15,1528,NaN,NaN
"NWT","sdl",2000-06-16,826,NaN,NaN
"NWT","sdl",2000-06-17,735,NaN,NaN
"NWT","sdl",2000-06-18,831,NaN,NaN
"NWT","sdl",2000-06-19,1368,NaN,NaN
"NWT","sdl",2000-06-20,1041,NaN,NaN
"NWT","sdl",2000-06-21,1143,NaN,NaN
"NWT","sdl",2000-06-22,1095,NaN,NaN
"NWT","sdl",2000-06-23,971,NaN,NaN
"NWT","sdl",2000-06-24,971,NaN,NaN
"NWT","sdl",2000-06-25,851,NaN,NaN
"NWT","sdl",2000-06-26,856,NaN,NaN
"NWT","sdl",2000-06-27,731,NaN,NaN
"NWT","sdl",2000-06-28,654,NaN,NaN
"NWT","sdl",2000-06-29,639,NaN,NaN
"NWT","sdl",2000-06-30,583,NaN,NaN
"NWT","sdl",2000-07-01,541,NaN,NaN
"NWT","sdl",2000-07-02,480,NaN,NaN
"NWT","sdl",2000-07-03,437,NaN,NaN
"NWT","sdl",2000-07-04,346,NaN,NaN
"NWT","sdl",2000-07-05,424,NaN,NaN
"NWT","sdl",2000-07-06,426,NaN,NaN
"NWT","sdl",2000-07-07,378,NaN,NaN
"NWT","sdl",2000-07-08,391,NaN,NaN
"NWT","sdl",2000-07-09,463,NaN,NaN
"NWT","sdl",2000-07-10,350,NaN,NaN
"NWT","sdl",2000-07-11,249,NaN,NaN
"NWT","sdl",2000-07-12,233,NaN,NaN
"NWT","sdl",2000-07-13,230,NaN,NaN
"NWT","sdl",2000-07-14,209,NaN,NaN
"NWT","sdl",2000-07-15,213,NaN,NaN
"NWT","sdl",2000-07-16,269,NaN,NaN
"NWT","sdl",2000-07-17,269,NaN,NaN
"NWT","sdl",2000-07-18,215,NaN,NaN
"NWT","sdl",2000-07-19,162,NaN,NaN
"NWT","sdl",2000-07-20,132,NaN,NaN
"NWT","sdl",2000-07-21,96,NaN,NaN
"NWT","sdl",2000-07-22,82,NaN,NaN
"NWT","sdl",2000-07-23,51,NaN,NaN
"NWT","sdl",2000-07-24,53,NaN,NaN
