siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,ND8311OW,"1985-11-26 18:00","1985-12-03 18:00",198511,4.960,6.900," ",.130," ",.025," ",.035," ",.039,<,.020," ",.710," ",.090," ",.460,360.300,36.320,36.320,"w ","            ",1986-09-24
CO98,ND8536OW,"1985-12-03 18:00","1985-12-10 18:00",198512,4.970,5.200," ",.030," ",.013," ",.003," ",.016,<,.020,<,.030,<,.030," ",.170,2120.200,35.310,35.310,"w ","            ",1986-09-24
CO98,ND8767OW,"1985-12-10 18:00","1985-12-17 18:00",198512,4.670,14.000," ",.310," ",.065," ",.061," ",.114,<,.020," ",1.720," ",.200," ",1.070,98.800,10.160,10.160,"w ","            ",1986-09-24
CO98,ND9368OW,"1985-12-17 18:00","1985-12-24 18:00",198512,4.740,36.800," ",1.320," ",.322," ",.176," ",.575,<,.150," ",4.290," ",.690," ",6.290,14.900,14.730,14.730,wa,"            ",1986-10-15
CO98,ND9213OW,"1985-12-24 18:00","1985-12-31 18:00",198512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.600,10.160,10.160,"  ","v           ",1986-09-16
CO98,ND9291OW,"1985-12-31 18:00","1986-01-07 18:00",198601,5.130,5.800," ",.090," ",.030," ",.068," ",.066,<,.020,<,.030," ",.160," ",.540,52.400,7.370,7.370,"w ","            ",1986-09-16
CO98,ND9513OW,"1986-01-07 18:00","1986-01-14 18:00",198601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000,.000,1.270,1.270,"  ","v           ",1986-09-16
CO98,ND9715OW,"1986-01-14 18:00","1986-01-21 18:00",198601,4.720,13.800," ",.310," ",.053," ",.052," ",.165,<,.020," ",.730," ",.080," ",1.510,152.800,9.910,9.910,"w ","            ",1986-09-16
CO98,ND9918OW,"1986-01-21 18:00","1986-01-28 18:00",198601,4.220,44.800," ",.970," ",.191," ",.132," ",.227,<,.150," ",6.960," ",.370," ",4.690,16.100,8.890,8.890,wa,"            ",1986-10-15
CO98,NE0026OW,"1986-01-28 18:00","1986-02-04 18:00",198601,5.020,6.700," ",.090," ",.038," ",.030," ",.101,<,.020," ",.270," ",.230," ",.720,69.700,11.680,11.680,"w ","            ",1986-12-03
CO98,NE0337OW,"1986-02-04 18:00","1986-02-11 16:30",198602,4.850,7.500," ",.050," ",.013," ",.009," ",.027,<,.020," ",1.200," ",.050," ",.180,157.400,18.540,18.540,"w ","            ",1986-12-03
CO98,NE0439OW,"1986-02-11 16:30","1986-02-18 20:00",198602,5.190,5.400," ",.110," ",.018," ",.011," ",.038," ",.090," ",.540," ",.050," ",.530,353.000,134.870,134.870,"w ","            ",1986-12-03
CO98,NE0701OW,"1986-02-18 20:00","1986-02-25 18:00",198602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-9.990,-9.990,"  ","p           ",1986-12-03
CO98,NE0883OW,"1986-02-25 18:00","1986-03-04 18:00",198602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1986-12-03
CO98,NE1108OW,"1986-03-04 18:00","1986-03-11 17:00",198603,5.770,5.100," ",.330," ",.043," ",.023," ",.075," ",.080," ",.660," ",.050," ",.660,264.300,18.540,18.540,"w ","            ",1986-12-03
CO98,NE1338OW,"1986-03-11 17:00","1986-03-18 18:00",198603,4.840,7.600," ",.030," ",.008," ",.003," ",.011," ",.050," ",.760," ",.040," ",.410,997.500,26.670,26.670,"w ","            ",1986-12-03
CO98,NE1469OW,"1986-03-18 18:00","1986-03-25 18:00",198603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,7.870,7.870,"  ","v           ",1986-12-03
CO98,NE1710OW,"1986-03-25 18:00","1986-04-01 18:00",198603,5.810,12.500," ",.720," ",.114," ",.068," ",.221," ",.410," ",1.650," ",.330," ",1.910,-9.000,4.830,4.830,"w ","            ",1986-12-03
CO98,NE1929OW,"1986-04-01 18:00","1986-04-08 18:00",198604,6.030,5.500," ",.150," ",.016," ",.016," ",.020," ",.450," ",.760," ",.060," ",.730,2687.500,110.740,110.740,"w ","            ",1986-12-03
CO98,NE2140OW,"1986-04-08 18:00","1986-04-15 18:00",198604,5.270,4.800," ",.120," ",.016," ",.008," ",.032," ",.070," ",.580," ",.040," ",.460,1027.200,32.000,32.000,"w ","            ",1986-12-03
CO98,NE2365OW,"1986-04-15 18:00","1986-04-22 18:00",198604,5.480,6.900," ",.360," ",.041," ",.017," ",.046," ",.200," ",.820," ",.070," ",1.190,434.600,26.420,26.420,"w ","            ",1986-12-03
CO98,NE2571OW,"1986-04-22 18:00","1986-04-29 17:00",198604,6.450,18.100," ",1.510," ",.175," ",.115," ",.262," ",.270," ",2.620," ",.420," ",2.450,96.600,12.700,12.700,"w ","            ",1987-01-13
CO98,NE2656OW,"1986-04-29 17:00","1986-05-06 17:00",198605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,16.600,.760,.760,"  ","c           ",1990-09-18
CO98,NE2995OW,"1986-05-06 17:00","1986-05-13 17:00",198605,6.480,10.900," ",.920," ",.072," ",.054," ",.190," ",.040," ",.710," ",.140," ",1.440,1075.200,25.910,25.910,"w ","            ",1987-01-13
CO98,NE3155OW,"1986-05-13 17:00","1986-05-20 17:00",198605,5.360,3.900," ",.080," ",.012,<,.003," ",.070,<,.020,<,.030," ",.080," ",.410,2090.600,46.740,46.740,"w ","            ",1987-01-13
CO98,NE3426OW,"1986-05-20 17:00","1986-05-27 17:00",198605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1987-02-09
CO98,NE3592OW,"1986-05-27 17:00","1986-06-03 17:00",198605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1126.300,12.700,12.700,"  ","uf          ",1987-02-09
CO98,NE3758OW,"1986-06-03 17:00","1986-06-10 17:00",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,2334.200,37.850,37.850,"  ","uf          ",1987-02-09
CO98,NE4015OW,"1986-06-10 17:00","1986-06-17 17:00",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,79.300,2.290,2.290,"  ","uf          ",1987-02-09
CO98,NE4226OW,"1986-06-17 17:00","1986-06-24 17:00",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-7.000,.127,"t ","            ",1987-02-09
CO98,NE4484OW,"1986-06-24 17:00","1986-07-01 17:00",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1066.500,18.290,18.290,"  ","uf          ",1987-02-09
CO98,NE4572OW,"1986-07-01 17:00","1986-07-08 17:00",198607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,802.300,13.210,13.210,"  ","uf          ",1987-02-17
CO98,NE4859OW,"1986-07-08 17:00","1986-07-15 17:00",198607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,372.300,11.680,11.680,"  ","uf          ",1987-02-09
CO98,NE4951OW,"1986-07-15 17:00","1986-07-22 17:00",198607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1380.500,22.100,22.100,"  ","uf          ",1987-02-09
CO98,NE5323OW,"1986-07-22 17:00","1986-07-29 17:00",198607,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,9.600,5.840,5.840,"  ","uf          ",1990-09-18
CO98,NE5512OW,"1986-07-29 17:00","1986-08-05 17:00",198608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,568.900,8.640,8.640,"  ","uf          ",1987-02-17
CO98,NE5638OW,"1986-08-05 17:00","1986-08-12 17:00",198608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1031.600,15.490,15.490,"  ","uf          ",1987-02-17
CO98,NE5908OW,"1986-08-12 17:00","1986-08-19 17:00",198608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,479.900,13.210,13.210,"  ","uf          ",1987-02-17
CO98,NE6133OW,"1986-08-19 17:00","1986-08-26 15:30",198608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1321.700,18.290,18.290,"  ","uf          ",1987-04-28
CO98,NE6279OW,"1986-08-26 15:30","1986-09-02 16:10",198608,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1143.600,17.780,17.780,"  ","uf          ",1987-04-28
CO98,NE6440OW,"1986-09-02 16:10","1986-09-09 18:30",198609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1555.700,28.960,28.960,"  ","uf          ",1987-04-28
CO98,NE6723OW,"1986-09-09 18:30","1986-09-16 16:30",198609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,52.000,7.870,7.870,"  ","uf          ",1987-04-28
CO98,NE6861OW,"1986-09-16 16:30","1986-09-23 16:40",198609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,813.600,13.720,13.720,"  ","uf          ",1987-04-28
CO98,NE7099OW,"1986-09-23 16:40","1986-09-30 18:35",198609,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000," ",-9.000,1457.000,52.070,52.070,"  ","uf          ",1987-04-28
CO98,NE7308OW,"1986-09-30 18:35","1986-10-07 17:35",198610,5.560,3.600," ",.070," ",.009,<,.003," ",.042," ",.090," ",.360,<,.030," ",.350,1448.900,31.750,31.750,"w ","            ",1987-04-28
CO98,NE7663OW,"1986-10-07 17:35","1986-10-14 17:25",198610,5.140,3.700," ",.030," ",.005," ",.003," ",.052,<,.020," ",.460,<,.030," ",.210,977.000,19.810,19.810,"w ","            ",1987-04-28
CO98,NE7788OW,"1986-10-14 17:35","1986-10-21 18:03",198610,4.980,7.400," ",.050," ",.005," ",.003," ",.051," ",.160," ",.580,<,.030," ",.730,539.800,-9.990,7.951,"w ","            ",1987-04-28
CO98,NE7983OW,"1986-10-21 18:03","1986-10-28 18:13",198610,4.980,6.100," ",.010,<,.003," ",.003," ",.017," ",.070," ",.430,<,.030," ",.500,1053.100,24.130,24.130,"w ","            ",1987-04-28
CO98,NE8119OW,"1986-10-28 18:13","1986-11-04 19:30",198610,5.190,4.300," ",.020,<,.003,<,.003," ",.022," ",.060," ",.370,<,.030," ",.370,1606.900,35.560,35.560,"w ","            ",1987-04-28
CO98,NE8394OW,"1986-11-04 19:30","1986-11-11 19:20",198611,5.020,5.900," ",.030," ",.003," ",.004," ",.032," ",.110," ",.770,<,.030," ",.370,1115.100,45.470,45.470,"w ","            ",1987-04-28
CO98,NE8620OW,"1986-11-11 19:20","1986-11-18 17:42",198611,5.110,11.200," ",.410," ",.120," ",.084," ",.372," ",.100," ",1.280," ",.180," ",1.390,39.200,34.040,34.040,"w ","            ",1987-04-28
CO98,NE8880OW,"1986-11-18 17:42","1986-11-25 17:25",198611,5.710,2.500," ",.050," ",.006," ",.008," ",.079,<,.020," ",.190," ",.050," ",.250,209.300,21.590,21.590,"w ","            ",1987-05-07
CO98,NE8879OW,"1986-11-25 17:40","1986-12-02 20:00",198611,5.760,4.100," ",.230," ",.020," ",.020," ",.146," ",.070," ",.600," ",.110," ",.460,262.700,9.400,9.400,"w ","            ",1987-05-07
CO98,NE9244OW,"1986-12-02 20:00","1986-12-09 20:46",198612,4.940,5.900," ",.020," ",.006,<,.003," ",.018," ",.070," ",.520,<,.030," ",.400,1090.300,22.860,22.860,"w ","            ",1987-05-07
CO98,NE9443OW,"1986-12-09 20:48","1986-12-16 19:10",198612,6.290,4.300," ",.050," ",.013," ",.007," ",.545,<,.020," ",.310," ",.080," ",.170,70.600,2.030,2.030,"w ","            ",1987-05-07
CO98,NE9553OW,"1986-12-16 19:10","1986-12-23 18:50",198612,-9.000,-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000,<,-9.000,<,-9.000,<,-9.000,.000,2.030,2.030,"  ","v           ",1987-07-02
CO98,NE9751OW,"1986-12-23 18:50","1986-12-30 20:25",198612,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1987-07-02
CO98,NF0019OW,"1986-12-30 20:25","1987-01-06 19:15",198701,5.710,4.500," ",.080," ",.015," ",.011," ",.413,<,.020," ",.270," ",.070," ",.680,136.000,19.560,19.560,"w ","            ",1987-07-02
CO98,NF0272OW,"1987-01-06 19:15","1987-01-13 20:10",198701,4.690,9.900," ",.030," ",.008,<,.003," ",.059," ",.040," ",1.400," ",.040," ",.180,137.000,6.600,6.600,"w ","            ",1987-07-02
CO98,NF0458OW,"1987-01-13 20:10","1987-01-20 18:30",198701,6.130,4.500," ",.050," ",.010," ",.011," ",.524," ",.100," ",.720," ",.110," ",.140,-9.000,14.730,14.730,"w ","            ",1987-08-13
CO98,NF0727OW,"1987-01-20 18:30","1987-01-27 19:50",198701,5.530,4.600," ",.120," ",.022," ",.007," ",.175," ",.080," ",.380," ",.120," ",.640,224.600,43.690,43.690,"w ","            ",1987-08-13
CO98,NF0936OW,"1987-01-27 19:50","1987-02-03 17:45",198701,5.630,3.000," ",.050," ",.009," ",.073," ",.099,<,.020," ",.160," ",.100," ",.280,164.400,-9.990,2.421,"w ","            ",1987-08-13
CO98,NF1141OW,"1987-02-03 17:45","1987-02-10 19:15",198702,5.340,3.400," ",.040," ",.010," ",.007," ",.044," ",.100," ",.320," ",.070," ",.230,148.500,5.330,5.330,"w ","            ",1988-01-12
CO98,NF1326OW,"1987-02-10 19:15","1987-02-17 19:55",198702,5.090,5.000," ",.030," ",.003,<,.003," ",.012," ",.130," ",.480,<,.030," ",.420,520.800,15.490,15.490,"w ","            ",1988-01-12
CO98,NF1545OW,"1987-02-17 19:55","1987-02-24 18:20",198702,5.310,3.500," ",.020," ",.007,<,.003," ",.022," ",.090," ",.470," ",.040," ",.230,596.800,24.890,24.890,"w ","            ",1988-01-12
CO98,NF1764OW,"1987-02-24 18:20","1987-03-03 20:00",198702,5.070,4.600," ",.030," ",.009,<,.003," ",.021,<,.020," ",.540," ",.040," ",.210,498.900,16.510,16.510,"w ","            ",1988-01-12
CO98,NF1996OW,"1987-03-03 20:00","1987-03-10 19:25",198703,5.020,6.500," ",.040," ",.015,<,.003," ",.063," ",.090," ",.450," ",.070," ",.590,343.700,10.410,10.410,"w ","            ",1988-01-12
CO98,NF2180OW,"1987-03-10 19:25","1987-03-17 21:40",198703,5.190,5.000," ",.050," ",.016,<,.003," ",.047," ",.120," ",.500," ",.050," ",.330,911.800,26.670,26.670,"w ","            ",1987-10-15
CO98,NF2421OW,"1987-03-17 21:40","1987-03-24 19:45",198703,5.490,3.600," ",.060," ",.012,<,.003," ",.050," ",.130," ",.480,<,.030," ",.160,659.300,33.530,33.530,"w ","            ",1988-01-12
CO98,NF2593OW,"1987-03-24 19:45","1987-03-31 18:18",198703,5.350,3.800," ",.110," ",.016," ",.019," ",.085,<,.020," ",.430," ",.060," ",.230,378.000,13.460,13.460,"w ","            ",1988-01-12
CO98,NF2810OW,"1987-03-31 18:18","1987-04-07 17:06",198704,4.950,7.100," ",.100," ",.013," ",.004," ",.021," ",.050," ",.970," ",.070," ",.300,393.300,8.380,8.380,"w ","            ",1988-01-12
CO98,NF2933OW,"1987-04-07 17:06","1987-04-14 17:36",198704,5.300,3.300," ",.040," ",.012,<,.003," ",.050," ",.040," ",.230," ",.050," ",.160,1308.300,29.720,29.720,"w ","            ",1988-01-12
CO98,NF3235OW,"1987-04-14 17:36","1987-04-21 20:00",198704,6.010,3.100," ",.240," ",.025," ",.031," ",.057,<,.020," ",.270," ",.080," ",.360,1211.800,27.690,27.690,"w ","            ",1988-01-12
CO98,NF3422OW,"1987-04-21 20:00","1987-04-28 20:10",198704,5.030,6.500," ",.080," ",.013," ",.006," ",.041,<,.020,<,.030," ",.060," ",.690,787.000,11.940,11.940,"w ","            ",1988-01-12
CO98,NF3614OW,"1987-04-28 20:10","1987-05-05 16:15",198705,5.030,6.600," ",.090," ",.013," ",.004," ",.018," ",.110," ",.670," ",.040," ",.590,1845.900,29.720,29.720,"w ","            ",1987-10-21
CO98,NF3747OW,"1987-05-05 16:15","1987-05-12 16:07",198705,5.210,9.400," ",.100," ",.014," ",.004," ",.044," ",.460," ",1.100," ",.100," ",1.330,601.800,10.160,10.160,"w ","            ",1988-01-12
CO98,NF4205OW,"1987-05-12 16:22","1987-05-19 15:30",198705,4.760,12.900," ",.220," ",.043," ",.091," ",.062," ",.330," ",1.620," ",.170," ",1.390,589.700,-9.990,8.686,"w ","            ",1988-01-12
CO98,NF4246OW,"1987-05-19 15:30","1987-05-26 17:50",198705,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3363.700,54.100,54.100,"  ","u           ",1988-01-12
CO98,NF4389OW,"1987-05-26 18:00","1987-06-02 19:40",198705,5.080,11.600," ",.470," ",.075," ",.036," ",.140," ",.160," ",1.360," ",.180," ",1.480,176.600,4.320,4.320,"w ","            ",1988-01-12
CO98,NF4520OW,"1987-06-02 19:45","1987-06-09 18:05",198706,5.420,4.100," ",.100," ",.012," ",.016," ",.046," ",.220," ",.600," ",.050," ",.420,894.400,13.720,13.720,"w ","            ",1988-01-12
CO98,NF4842OW,"1987-06-09 18:05","1987-06-16 16:48",198706,4.810,10.700," ",.150," ",.025," ",.090," ",.079," ",.260," ",1.090," ",.100," ",.950,1521.400,22.860,22.860,"w ","            ",1988-01-12
CO98,NF4930OW,"1987-06-16 16:49","1987-06-23 17:50",198706,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,5.000,.000,.000,"d ","            ",1988-01-11
CO98,NF5245OW,"1987-06-23 17:50","1987-06-30 17:45",198706,5.210,3.900," ",.080," ",.010," ",.014," ",.046,<,.020," ",.370," ",.060," ",.300,1039.500,16.260,16.260,"w ","            ",1988-01-12
CO98,NF5342OW,"1987-06-30 17:45","1987-07-07 17:15",198707,5.140,4.400," ",.030," ",.005," ",.019," ",.019,<,.020," ",.310,<,.030," ",.230,955.200,17.530,17.530,"w ","            ",1988-01-12
CO98,NF5642OW,"1987-07-07 17:20","1987-07-14 19:40",198707,5.260,4.900," ",.150," ",.021," ",.023," ",.056,<,.020," ",.450," ",.090," ",.440,2867.100,43.430,43.430,"w ","            ",1988-01-26
CO98,NF5736OW,"1987-07-14 19:40","1987-07-21 15:16",198707,6.430,14.400," ",.460," ",.057," ",.042," ",.202," ",.060," ",1.540," ",.230," ",1.230,66.200,1.270,1.270,"w ","            ",1988-01-26
CO98,NF5992OW,"1987-07-21 15:18","1987-07-28 16:25",198707,4.860,13.400," ",.260," ",.030," ",.030," ",.049," ",.540," ",1.910," ",.090," ",1.390,1598.400,24.380,24.380,"w ","            ",1988-01-26
CO98,NF6171OW,"1987-07-28 16:30","1987-08-04 16:35",198707,4.720,11.100," ",.090," ",.016," ",.009," ",.031," ",.130," ",1.080," ",.080," ",.720,2710.800,40.640,40.640,"w ","            ",1988-01-26
CO98,NF6466OW,"1987-08-04 16:35","1987-08-11 21:30",198708,5.420,5.400," ",.150," ",.024," ",.025," ",.059," ",.140," ",.750," ",.090," ",.510,774.000,-9.990,11.400,"w ","            ",1988-03-08
CO98,NF6546OW,"1987-08-11 21:30","1987-08-18 17:25",198708,5.420,6.300," ",.270," ",.041," ",.035," ",.163," ",.040," ",.810," ",.200," ",.790,623.200,12.950,12.950,"w ","            ",1988-03-08
CO98,NF6794OW,"1987-08-18 17:30","1987-08-25 16:40",198708,4.950,6.000," ",.020," ",.006," ",.004," ",.032,<,.020," ",.520," ",.060," ",.390,1389.300,-9.990,20.463,"w ","            ",1988-03-08
CO98,NF6991OW,"1987-08-25 16:43","1987-09-01 18:40",198708,4.880,9.600," ",.120," ",.021," ",.023," ",.088," ",.120," ",1.010," ",.150," ",.730,474.800,7.110,7.110,"w ","            ",1988-03-08
CO98,NF7190OW,"1987-09-01 18:50","1987-09-08 15:05",198709,4.730,17.700," ",.450," ",.056," ",.064," ",.140," ",.670," ",2.260," ",.190," ",1.920,470.000,7.370,7.370,"w ","            ",1988-03-08
CO98,NF7320OW,"1987-09-08 15:10","1987-09-15 16:15",198709,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1472.100,22.860,22.860,"  ","u           ",1988-03-08
CO98,NF7540OW,"1987-09-15 16:20","1987-09-22 16:37",198709,4.740,15.200," ",.350," ",.047," ",.044," ",.135," ",.380," ",1.750," ",.140," ",1.390,711.200,10.160,10.160,"w ","            ",1988-03-08
CO98,NF7807OW,"1987-09-22 16:40","1987-09-29 15:54",198709,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.200,.000,.000,"d ","            ",1988-04-12
CO98,NF7982OW,"1987-09-29 15:58","1987-10-06 17:15",198710,-9.000,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1988-04-12
CO98,NF8216OW,"1987-10-06 17:36","1987-10-13 14:05",198710,6.670,17.400," ",.270," ",.049,<,.018," ",1.526,<,.120," ",.550," ",.370," ",2.200,15.800,-9.990,.232,wa,"            ",1988-04-12
CO98,NF8343OW,"1987-10-13 14:10","1987-10-20 16:05",198710,5.140,5.500," ",.060," ",.009," ",.019," ",.038," ",.070," ",.510," ",.060," ",.530,942.500,19.810,19.810,"w ","            ",1988-04-12
CO98,NF8610OW,"1987-10-20 16:12","1987-10-27 18:45",198710,5.530,4.500," ",.060," ",.012," ",.012," ",.087,<,.020," ",.230," ",.060," ",.410,277.700,10.410,10.410,"w ","            ",1988-04-21
CO98,NF8794OW,"1987-10-27 18:55","1987-11-03 18:00",198710,5.340,4.000," ",.020," ",.004," ",.004," ",.015,<,.020,<,.030,<,.030," ",.260,1287.500,27.430,27.430,"w ","            ",1988-04-21
CO98,NF8983OW,"1987-11-03 18:05","1987-11-10 17:55",198711,5.330,3.500," ",.030," ",.006," ",.003," ",.124," ",.090," ",.350," ",.090," ",.310,185.300,11.430,11.430,"w ","            ",1988-04-21
CO98,NF9211OW,"1987-11-10 17:58","1987-11-17 19:30",198711,5.380,3.500," ",.010," ",.003,<,.003," ",.026,<,.020," ",.160,<,.030," ",.090,1468.900,43.940,43.940,"w ","            ",1988-04-21
CO98,NF9306OW,"1987-11-17 19:37","1987-11-24 18:51",198711,4.860,7.900," ",.070," ",.011," ",.009," ",.083," ",.060," ",.830," ",.080," ",.370,153.000,9.910,9.910,"w ","            ",1988-04-21
CO98,NF9573OW,"1987-11-24 18:52","1987-12-01 18:48",198711,5.270,5.600," ",.080," ",.008," ",.008," ",.045," ",.030," ",.810," ",.040," ",.370,356.400,8.380,8.380,"w ","            ",1988-05-24
CO98,NF9788OW,"1987-12-01 18:53","1987-12-08 19:25",198712,5.900,5.200," ",.310," ",.036," ",.015," ",.140," ",.050," ",.640," ",.130," ",.740,99.500,10.160,10.160,"w ","            ",1988-05-24
CO98,NF9991OW,"1987-12-08 19:35","1987-12-15 19:45",198712,5.490,3.300," ",.060," ",.009," ",.009," ",.031," ",.030," ",.470," ",.060," ",.260,287.000,43.180,43.180,"w ","            ",1988-05-24
