siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,NN1190SW,"1994-02-08 19:00","1994-02-15 17:45",199402,5.060,4.400," ",.010," ",.003,<,.003," ",.010," ",.050," ",.390,<,.030," ",.240,929.500,54.100,54.100,"w ","            ",1994-08-09
CO98,NN1417SW,"1994-02-15 17:45","1994-02-22 17:45",199402,5.010,4.800," ",.030," ",.003,<,.003," ",.023," ",.070," ",.650," ",.030," ",.080,462.400,9.910,9.910,"w ","            ",1994-09-16
CO98,NN1635SW,"1994-02-22 17:45","1994-03-01 18:00",199402,4.820,8.500," ",.060," ",.006,<,.003," ",.044," ",.110," ",.730," ",.060," ",.570,165.700,43.940,43.940,"w ","            ",1994-09-16
CO98,NN1795SW,"1994-03-01 18:00","1994-03-08 17:42",199403,4.790,9.800," ",.180," ",.022," ",.012," ",.057," ",.250," ",1.690," ",.050," ",.830,462.800,12.950,12.950,"w ","            ",1994-09-16
CO98,NN1996SW,"1994-03-08 17:42","1994-03-15 16:40",199403,6.110,7.000," ",.100," ",.008," ",.007," ",.035," ",.690," ",1.110," ",.040," ",.710,1130.900,19.810,19.810,"w ","            ",1994-09-16
CO98,NN2215SW,"1994-03-15 16:40","1994-03-22 16:55",199403,5.000,6.000," ",.120," ",.014," ",.013," ",.080," ",.100," ",.670," ",.070," ",.580,235.100,17.020,17.020,"w ","            ",1994-09-16
CO98,NN2379SW,"1994-03-22 16:55","1994-03-29 18:29",199403,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1681.000,60.450,60.450,"  ","u           ",1994-10-13
CO98,NN2619SW,"1994-03-29 18:29","1994-04-05 16:20",199404,5.730,6.600," ",.290," ",.025," ",.019," ",.035," ",.410," ",1.390," ",.050," ",.600,1163.900,22.100,22.100,"w ","            ",1994-10-13
CO98,NN2963SW,"1994-04-05 16:20","1994-04-12 18:10",199404,5.200,5.200," ",.030,<,.003," ",.008," ",.017," ",.240," ",.670," ",.050," ",.400,1160.300,35.050,35.050,"w ","            ",1994-10-13
CO98,NN3035SW,"1994-04-12 18:10","1994-04-19 16:42",199404,6.060,6.900," ",.480," ",.066," ",.028," ",.075," ",.250," ",.740," ",.090," ",.990,202.800,9.910,9.910,"w ","            ",1994-10-13
CO98,NN3225SW,"1994-04-19 16:42","1994-04-26 19:45",199404,5.030,12.300," ",.530," ",.063," ",.039," ",.076," ",.320," ",1.690," ",.060," ",1.460,910.600,36.830,36.830,"w ","            ",1994-10-13
CO98,NN3469SW,"1994-04-26 19:45","1994-05-03 19:50",199404,5.020,5.600," ",.040," ",.006," ",.004," ",.010," ",.120," ",.600,<,.030," ",.390,2159.900,45.210,45.210,"w ","            ",1994-11-09
CO98,NN3628SW,"1994-05-03 19:58","1994-05-10 15:20",199405,5.500,10.800," ",.460," ",.053," ",.166," ",.067," ",.520," ",1.590," ",.190," ",1.330,279.400,9.400,9.400,"w ","            ",1994-11-09
CO98,NN3939SW,"1994-05-10 15:26","1994-05-17 18:30",199405,4.900,10.500," ",.140," ",.017," ",.004," ",.051," ",.540," ",1.180," ",.070," ",1.180,639.100,11.940,11.940,"w ","            ",1994-11-09
CO98,NN4110SW,"1994-05-17 18:30","1994-05-24 16:25",199405,5.700,23.000," ",1.580," ",.130," ",.217," ",.559," ",.740," ",3.380," ",.390," ",3.730,20.000,.250,.250,wa,"            ",1994-11-09
CO98,NN4294SW,"1994-05-24 16:30","1994-05-31 15:20",199405,4.860,10.200," ",.160," ",.022," ",.019," ",.032," ",.290," ",1.130," ",.070," ",.930,1222.300,18.030,18.030,"w ","            ",1994-11-09
CO98,NN4506SW,"1994-05-31 15:23","1994-06-07 15:50",199406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,860.800,13.720,13.720,"  ","c           ",1994-11-14
CO98,NN4706SW,"1994-06-07 16:07","1994-06-14 16:12",199406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.760,.760,"  ","vc          ",1994-11-14
CO98,NN4945SW,"1994-06-14 16:12","1994-06-21 15:20",199406,4.830,11.700," ",.120," ",.047," ",.090," ",.041," ",.380," ",1.220," ",.160," ",.930,1005.300,14.730,14.730,"w ","            ",1994-11-14
CO98,NN5217SW,"1994-06-21 15:20","1994-06-28 14:50",199406,4.910,9.100," ",.020," ",.011," ",.018," ",.018," ",.030," ",.490," ",.060," ",.370,928.800,13.460,13.460,"w ","            ",1994-11-29
CO98,NN5359SW,"1994-06-28 14:55","1994-07-05 15:21",199407,5.060,10.300," ",.400," ",.061," ",.093," ",.081," ",.210," ",1.200," ",.150," ",1.020,796.100,12.190,12.190,"w ","            ",1994-11-29
CO98,NN5546SW,"1994-07-05 15:21","1994-07-12 15:55",199407,4.820,15.500," ",.770," ",.091," ",.069," ",.081," ",.160," ",1.880," ",.160," ",1.520,67.900,3.050,3.050,"w ","            ",1994-11-29
CO98,NN5753SW,"1994-07-12 15:55","1994-07-19 15:55",199407,5.080,29.800," ",1.710," ",.212," ",.214," ",.287," ",1.230," ",5.580," ",.650," ",3.220,95.000,2.540,2.540,"w ","            ",1994-11-29
CO98,NN5959SW,"1994-07-19 15:55","1994-07-26 14:50",199407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,296.600,6.350,6.350,"  ","c           ",1994-11-29
CO98,NN6163SW,"1994-07-26 15:15","1994-08-02 15:10",199407,4.690,16.100," ",.170," ",.025," ",.036," ",.046," ",.320," ",1.500," ",.110," ",1.100,870.100,12.190,12.190,"w ","            ",1995-01-12
CO98,NN6414SW,"1994-08-02 15:10","1994-08-09 14:53",199408,4.860,11.200," ",.160," ",.019," ",.017," ",.057," ",.410," ",1.390," ",.110," ",.890,996.100,11.940,11.940,"w ","            ",1995-01-12
CO98,NN6625SW,"1994-08-09 14:53","1994-08-16 15:40",199408,4.790,9.600," ",.030," ",.006," ",.008," ",.022," ",.180," ",.940," ",.050," ",.580,886.100,25.400,25.400,"w ","            ",1995-01-12
CO98,NN6806SW,"1994-08-16 15:40","1994-08-23 14:25",199408,4.790,11.900," ",.230," ",.028," ",.050," ",.043," ",.350," ",1.330," ",.090," ",.960,1183.400,33.020,33.020,"w ","            ",1995-01-12
CO98,NN7060SW,"1994-08-23 14:25","1994-08-30 15:30",199408,4.770,9.900," ",.070," ",.009," ",.027," ",.031," ",.130," ",.830," ",.050," ",.680,1972.200,67.310,67.310,"w ","            ",1995-01-18
CO98,NN7218SW,"1994-08-30 15:30","1994-09-06 15:25",199409,4.740,12.500," ",.150," ",.023," ",.015," ",.055," ",.240," ",1.220," ",.100," ",.970,1473.700,41.910,41.910,"w ","            ",1995-01-18
CO98,NN7402SW,"1994-09-06 15:25","1994-09-13 14:55",199409,4.570,14.700," ",.200," ",.029," ",.023," ",.076," ",.110," ",1.660," ",.130," ",.840,142.400,2.540,2.540,"w ","            ",1995-01-18
CO98,NN7664SW,"1994-09-13 14:55","1994-09-20 16:20",199409,4.680,12.400," ",.060," ",.008," ",.064," ",.027," ",.110," ",.960," ",.060," ",.820,1330.800,35.560,35.560,"w ","            ",1995-01-18
CO98,NN7879SW,"1994-09-20 16:20","1994-09-27 14:54",199409,4.710,14.400," ",.220," ",.021," ",.030," ",.036," ",.220," ",1.350," ",.070," ",1.020,559.800,15.240,15.240,"w ","            ",1995-02-21
CO98,NN8024SW,"1994-09-27 14:54","1994-10-04 15:31",199409,4.820,8.400," ",.040," ",.004," ",.007," ",.020," ",.060," ",.770," ",.060," ",.370,469.500,17.780,17.780,"w ","            ",1995-02-21
CO98,NN8290SW,"1994-10-04 15:31","1994-10-11 15:21",199410,5.060,6.600," ",.050,<,.003," ",.008," ",.025," ",.110," ",.400," ",.040," ",.440,985.700,55.880,55.880,"w ","            ",1995-02-21
CO98,NN8494SW,"1994-10-11 15:21","1994-10-18 16:20",199410,5.020,5.600," ",.020,<,.003,<,.003," ",.020," ",.040," ",.510," ",.050," ",.180,622.500,29.970,29.970,"w ","            ",1995-02-21
CO98,NN8761SW,"1994-10-18 16:20","1994-10-25 16:00",199410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-7.000,.127,"t ","            ",1995-04-19
CO98,NN8938SW,"1994-10-25 16:00","1994-11-01 16:52",199410,4.610,15.200," ",.200," ",.023," ",.016," ",.077," ",.150," ",2.080," ",.080," ",.760,358.000,6.860,6.860,"w ","            ",1995-04-19
CO98,NN9170SW,"1994-11-01 16:52","1994-11-08 17:15",199411,5.210,5.300," ",.080," ",.008," ",.005," ",.024," ",.100," ",.630," ",.040," ",.210,446.500,22.100,22.100,"w ","            ",1995-04-19
CO98,NN9350SW,"1994-11-08 17:15","1994-11-15 16:25",199411,5.120,3.500," ",.010,<,.003," ",.006," ",.008," ",.040," ",.210,<,.030," ",.210,748.600,26.920,26.920,"w ","            ",1995-05-09
CO98,NN9584SW,"1994-11-15 16:25","1994-11-22 20:30",199411,4.880,6.700," ",.070," ",.004," ",.004," ",.019," ",.030," ",.580," ",.040," ",.370,347.500,22.860,22.860,"w ","            ",1995-05-09
CO98,NN9780SW,"1994-11-22 20:30","1994-11-29 17:45",199411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,13.700,25.910,25.910,"  ","v           ",1995-05-09
CO98,NO0420SW,"1994-11-29 17:45","1994-12-13 19:00",199412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,33.000,38.350,38.350,"  ","eu          ",1995-06-02
CO98,NO0458SW,"1994-12-13 19:00","1994-12-20 20:30",199412,4.900,10.000," ",.170," ",.023," ",.018," ",.074," ",.150," ",1.280," ",.130," ",.380,156.200,11.680,11.680,"w ","            ",1995-06-02
CO98,NO0826SW,"1994-12-20 20:30","1994-12-27 15:55",199412,-9.000,-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1995-06-02
CO98,NO0815SW,"1994-12-27 15:55","1995-01-03 17:03",199412,4.780,8.800," ",.010,<,.003,<,.003," ",.008,<,.020," ",.900,<,.030," ",.230,770.200,75.690,75.690,"w ","            ",1995-06-02
CO98,NO1236SW,"1995-01-03 17:06","1995-01-10 17:00",199501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,136.200,44.960,44.960,"  ","uf          ",1995-06-02
CO98,NO1268SW,"1995-01-10 17:00","1995-01-17 18:00",199501,5.090,5.100," ",.050," ",.007," ",.018," ",.016," ",.030," ",.310,<,.030," ",.270,180.000,16.260,16.260,"w ","            ",1995-06-02
CO98,NO1434SW,"1995-01-17 18:00","1995-01-24 19:07",199501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,-7.000,.127,"t ","            ",1995-07-11
CO98,NO1659SW,"1995-01-24 19:08","1995-01-31 18:00",199501,4.970,5.600," ",.030,<,.003," ",.009," ",.023," ",.080," ",.430," ",.030," ",.340,137.000,9.140,9.140,"w ","            ",1995-07-11
CO98,NO1900SW,"1995-01-31 18:00","1995-02-07 18:30",199502,5.150,5.700," ",.230," ",.039," ",.074," ",.075," ",.030," ",.560," ",.080," ",.540,285.000,17.020,17.020,"w ","            ",1995-07-11
CO98,NO2096SW,"1995-02-07 18:30","1995-02-14 19:30",199502,5.140,3.800," ",.020," ",.003,<,.003," ",.009," ",.050," ",.400," ",.030," ",.150,1199.000,54.860,54.860,"w ","            ",1995-07-11
CO98,NO2301SW,"1995-02-14 19:30","1995-02-21 19:15",199502,5.270,3.200," ",.030," ",.003," ",.010," ",.019," ",.020," ",.240,<,.030," ",.120,354.500,38.100,38.100,"w ","            ",1995-10-18
CO98,NO2519SW,"1995-02-21 19:15","1995-02-28 18:30",199502,4.870,7.500," ",.040," ",.005," ",.006," ",.022," ",.170," ",.750," ",.040," ",.510,372.000,20.320,20.320,"w ","            ",1995-10-18
CO98,NO2721SW,"1995-02-28 18:30","1995-03-07 18:30",199503,5.220,3.700,<,.010,<,.003,<,.003," ",.010," ",.030," ",.230,<,.030," ",.130,1115.800,50.800,50.800,"w ","            ",1995-10-18
CO98,NO2909SW,"1995-03-07 18:30","1995-03-14 17:30",199503,4.900,10.200," ",.170," ",.025," ",.025," ",.400," ",.310," ",1.780," ",.370," ",.740,16.500,8.890,8.890,wa,"            ",1995-10-18
CO98,NO3167SW,"1995-03-14 17:30","1995-03-21 18:45",199503,4.800,8.500," ",.080," ",.007,<,.003," ",.024," ",.110," ",.710," ",.050," ",.660,453.200,24.130,24.130,"w ","            ",1995-10-18
CO98,NO3361SW,"1995-03-21 18:45","1995-03-28 18:30",199503,4.880,7.000," ",.110," ",.012," ",.004," ",.032," ",.090," ",1.190," ",.050," ",.220,364.000,29.210,29.210,"w ","            ",1995-10-18
CO98,NO3599SW,"1995-03-28 18:30","1995-04-04 16:20",199503,4.910,6.900," ",.060," ",.008,<,.003," ",.020," ",.100," ",.910," ",.030," ",.270,493.700,11.430,11.430,"w ","            ",1995-10-18
CO98,NO3798SW,"1995-04-04 16:20","1995-04-11 17:25",199504,6.120,4.600," ",.350," ",.039," ",.014," ",.089,<,.020,<,.030," ",.060," ",.420,1797.100,38.100,38.100,"w ","            ",1995-10-18
CO98,NO3996SW,"1995-04-11 17:25","1995-04-18 16:50",199504,5.180,5.100," ",.070," ",.009," ",.005," ",.035," ",.140," ",.660," ",.040," ",.300,1617.700,46.990,46.990,"w ","            ",1995-10-18
CO98,NO4214SW,"1995-04-18 16:50","1995-04-25 17:25",199504,5.210,5.100," ",.070," ",.011,<,.003," ",.034," ",.220," ",.600," ",.040," ",.500,2459.600,60.960,60.960,"w ","            ",1995-10-18
CO98,NO4420SW,"1995-04-25 17:25","1995-05-02 17:00",199504,5.090,3.100," ",.040," ",.007,<,.003," ",.029," ",.040," ",.260,<,.030," ",.200,3042.900,74.930,74.930,"w ","            ",1995-10-18
CO98,NO4578SW,"1995-05-02 17:00","1995-05-09 17:00",199505,5.010,5.100," ",.060," ",.007," ",.007," ",.018," ",.070," ",.420," ",.030," ",.360,1370.800,53.340,53.340,"w ","            ",1995-10-18
CO98,NO4806SW,"1995-05-09 17:00","1995-05-16 17:16",199505,5.270,4.800," ",.090," ",.010," ",.003," ",.031," ",.170," ",.560,<,.030," ",.420,1440.300,38.100,38.100,"w ","            ",1996-01-12
CO98,NO5047SW,"1995-05-16 17:16","1995-05-23 17:30",199505,4.980,6.900," ",.130," ",.020," ",.015," ",.052," ",.030," ",.170," ",.070," ",.450,3861.600,-9.990,56.880,"w ","            ",1996-01-12
CO98,NO5199SW,"1995-05-23 17:30","1995-05-30 18:00",199505,4.880,7.200," ",.060," ",.009," ",.004," ",.036," ",.080," ",.690," ",.040," ",.400,3872.500,71.120,71.120,"w ","            ",1996-01-12
CO98,NO5477SW,"1995-05-30 18:00","1995-06-06 18:15",199506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1390.700,34.290,34.290,"  ","u           ",1996-01-12
CO98,NO5639SW,"1995-06-06 18:15","1995-06-13 17:00",199506,5.460,5.100," ",.350," ",.033," ",.016," ",.094," ",.050," ",.460," ",.110," ",.660,1108.000,25.400,25.400,"w ","            ",1996-01-12
CO98,NO5883SW,"1995-06-13 17:00","1995-06-20 16:15",199506,4.860,11.600," ",.310," ",.027," ",.039," ",.061," ",.340," ",1.090," ",.070," ",1.360,1052.700,31.750,31.750,"w ","            ",1996-01-12
CO98,NO5982SW,"1995-06-20 16:15","1995-06-27 16:45",199506,4.770,11.300," ",.260," ",.035," ",.054," ",.115," ",.080," ",1.110," ",.160," ",.730,115.600,1.270,1.270,"w ","            ",1996-01-12
CO98,NO6241SW,"1995-06-27 16:45","1995-07-04 17:00",199506,4.860,7.600," ",.050," ",.006," ",.036," ",.053," ",.140," ",.650," ",.060," ",.380,3194.300,49.530,49.530,"w ","            ",1996-01-12
CO98,NO6483SW,"1995-07-04 17:15","1995-07-11 17:30",199507,4.590,14.700," ",.160," ",.027," ",.099," ",.128," ",.170," ",.890," ",.090," ",1.230,352.700,7.620,7.620,"w ","            ",1996-01-12
CO98,NO6685SW,"1995-07-11 17:30","1995-07-18 15:30",199507,4.780,10.200," ",.170," ",.022," ",.050," ",.034," ",.130," ",1.020," ",.040," ",.680,1239.600,16.510,16.510,"w ","            ",1996-01-12
CO98,NO6937SW,"1995-07-18 15:30","1995-07-25 16:00",199507,4.870,8.500," ",.090," ",.015," ",.055," ",.062," ",.170," ",.730," ",.120," ",.510,2195.300,31.750,31.750,"w ","            ",1996-01-12
CO98,NO7114SW,"1995-07-25 16:00","1995-08-01 16:45",199507,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,256.400,3.810,3.810,"  ","c           ",1996-01-12
CO98,NO7309SW,"1995-08-01 16:45","1995-08-08 16:05",199508,4.860,13.200," ",.420," ",.052," ",.044," ",.104," ",.390," ",1.960," ",.170," ",1.130,648.800,11.430,11.430,"w ","            ",1996-01-12
CO98,NO7567SW,"1995-08-08 16:05","1995-08-15 16:00",199508,4.750,12.200," ",.220," ",.046," ",.034," ",.216," ",.380," ",1.430," ",.160," ",.950,380.000,5.840,5.840,"w ","            ",1996-02-07
CO98,NO7742SW,"1995-08-15 16:00","1995-08-22 16:35",199508,4.680,14.000," ",.100," ",.013," ",.010," ",.046," ",.170," ",1.200," ",.070," ",.750,418.500,-9.990,6.164,"w ","            ",1996-02-07
CO98,NO8087SW,"1995-08-22 16:35","1995-08-29 19:30",199508,4.680,10.000," ",.040," ",.005," ",.004," ",.023," ",.040," ",.760," ",.040," ",.490,943.600,13.970,13.970,"w ","            ",1996-02-07
CO98,NO8186SW,"1995-08-29 19:30","1995-09-05 16:25",199509,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,419.600,5.080,5.080,"  ","c           ",1996-02-07
CO98,NO8368SW,"1995-09-05 16:25","1995-09-12 16:50",199509,4.820,10.300," ",.100," ",.016," ",.037," ",.046," ",.240," ",1.050," ",.080," ",.700,1421.400,19.050,19.050,"w ","            ",1996-02-07
CO98,NO8539SW,"1995-09-12 16:50","1995-09-19 20:20",199509,4.840,9.500," ",.090," ",.009," ",.007," ",.050," ",.240," ",.840," ",.060," ",.580,1242.300,16.510,16.510,"w ","            ",1996-03-04
CO98,NO8813SW,"1995-09-19 20:20","1995-09-26 16:45",199509,4.970,9.100," ",.210," ",.028," ",.034," ",.079," ",.250," ",1.160," ",.110," ",.730,2097.900,44.700,44.700,"w ","            ",1996-03-04
CO98,NO8926SW,"1995-09-26 16:45","1995-10-03 15:55",199509,4.870,7.800," ",.090," ",.011," ",.007," ",.056," ",.110," ",.640," ",.070," ",.550,655.900,12.700,12.700,"w ","            ",1996-03-04
CO98,NO9221SW,"1995-10-03 15:55","1995-10-10 20:15",199510,5.800,3.500," ",.280," ",.033," ",.018," ",.031," ",.040," ",.420," ",.040," ",.340,1254.700,-9.990,18.481,"w ","            ",1996-03-04
CO98,NO9375SW,"1995-10-10 20:15","1995-10-17 16:30",199510,4.940,9.600," ",.260," ",.031," ",.030," ",.057," ",.280," ",.780," ",.070," ",1.340,557.100,11.430,11.430,"w ","            ",1996-03-22
CO98,NO9767SW,"1995-10-17 16:30","1995-10-24 17:00",199510,4.900,7.400," ",.150," ",.016," ",.013," ",.045," ",.030," ",.770," ",.050," ",.440,509.400,15.240,15.240,"w ","            ",1996-03-22
CO98,NO9764SW,"1995-10-24 17:00","1995-10-31 18:40",199510,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,56.500,6.350,6.350,"  ","c           ",1996-03-22
CO98,NP0072SW,"1995-10-31 18:40","1995-11-07 18:40",199511,5.090,5.600," ",.060," ",.009," ",.017," ",.042," ",.140," ",.510," ",.030," ",.410,787.500,35.560,35.560,"w ","            ",1996-03-22
CO98,NP0193SW,"1995-11-07 18:40","1995-11-14 18:15",199511,5.050,4.900," ",.020," ",.003," ",.003," ",.034," ",.030," ",.250," ",.030," ",.340,1812.500,-9.990,26.697,"w ","            ",1996-03-22
CO98,NP0502SW,"1995-11-14 18:15","1995-11-21 20:00",199511,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1996-04-18
CO98,NP0619SW,"1995-11-21 20:00","1995-11-28 20:30",199511,5.010,5.200," ",.030," ",.003," ",.003," ",.060," ",.070," ",.420," ",.040," ",.360,778.200,33.020,33.020,"w ","            ",1996-04-18
CO98,NP0808SW,"1995-11-28 20:30","1995-12-05 18:30",199512,5.450,4.700," ",.190," ",.021," ",.027," ",.085," ",.110," ",.620," ",.070," ",.410,132.500,29.210,29.210,"w ","            ",1996-04-18
CO98,NP0980SW,"1995-12-05 18:30","1995-12-12 20:00",199512,5.240,3.600," ",.050," ",.006," ",.012," ",.028," ",.060," ",.320,<,.030," ",.220,207.200,57.150,57.150,"w ","            ",1996-04-18
CO98,NP1913SW,"1995-12-12 20:00","1996-01-09 17:30",199512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1377.500,92.200,92.200,"  ","e           ",1996-05-28
CO98,NP1888SW,"1996-01-09 17:30","1996-01-16 17:30",199601,4.540,16.700," ",.180," ",.024," ",.030," ",.131," ",.220," ",1.390," ",.180," ",1.480,52.500,17.780,17.780,"w ","            ",1996-05-28
CO98,NP2110SW,"1996-01-16 17:30","1996-01-23 18:15",199601,5.130,5.000," ",.080," ",.012," ",.008," ",.056," ",.080," ",.420," ",.040," ",.350,473.000,40.640,40.640,"w ","            ",1996-05-28
CO98,NP2495SW,"1996-01-23 18:15","1996-02-06 17:30",199601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,930.700,131.570,131.570,"  ","e           ",1996-06-12
CO98,NP2670SW,"1996-02-06 17:30","1996-02-13 17:30",199602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1996-06-12
CO98,NP2921SW,"1996-02-13 17:30","1996-02-20 20:50",199602,5.080,5.100," ",.040," ",.005," ",.008," ",.045," ",.110," ",.320," ",.040," ",.410,552.000,63.500,63.500,"w ","            ",1996-06-12
CO98,NP3166SW,"1996-02-20 20:50","1996-02-27 17:30",199602,5.370,2.100," ",.030," ",.003,<,.003," ",.031,<,.020," ",.120," ",.040," ",.080,1058.500,58.420,58.420,"w ","            ",1996-06-12
CO98,NP3395SW,"1996-02-27 17:30","1996-03-05 18:45",199603,4.690,12.300," ",.230," ",.026," ",.070," ",.160," ",.160," ",1.650," ",.200," ",.560,142.400,22.860,22.860,"w ","            ",1996-09-22
CO98,NP3506SW,"1996-03-05 18:45","1996-03-12 18:07",199603,5.120,4.500," ",.040," ",.005," ",.004," ",.087,<,.020," ",.440," ",.100," ",.180,226.300,12.700,12.700,"w ","            ",1996-09-22
CO98,NP3740SW,"1996-03-12 18:07","1996-03-19 18:15",199603,5.150,5.600," ",.040," ",.004,<,.003," ",.022," ",.090," ",.560," ",.030," ",.310,1586.300,-9.990,23.365,"w ","            ",1996-09-22
CO98,NP3962SW,"1996-03-19 18:15","1996-03-26 19:05",199603,6.200,6.000," ",.300," ",.027," ",.023," ",.090," ",.470," ",.950," ",.100," ",.500,1317.800,25.400,25.400,"w ","            ",1996-09-22
CO98,NP4154SW,"1996-03-26 19:05","1996-04-02 16:30",199603,5.560,12.000," ",.880," ",.090," ",.067," ",.384," ",.340," ",2.910," ",.510," ",1.130,47.600,5.080,5.080,"w ","            ",1996-09-22
CO98,NP4534SW,"1996-04-02 16:30","1996-04-09 16:00",199604,5.230,7.700," ",.100," ",.013," ",.004," ",.083," ",.260," ",1.030," ",.110," ",.380,-9.000,8.890,8.890,"w ","            ",1996-09-22
CO98,NP4612SW,"1996-04-09 16:00","1996-04-16 17:30",199604,5.200,5.300," ",.160," ",.016," ",.005," ",.106," ",.110," ",.610," ",.130," ",.480,335.000,29.210,29.210,"w ","            ",1996-09-22
CO98,NP4764SW,"1996-04-16 17:30","1996-04-23 16:00",199604,5.450,5.100," ",.260," ",.033," ",.014," ",.075," ",.100," ",.550," ",.110," ",.520,398.900,45.720,45.720,"w ","            ",1996-09-22
CO98,NP5027SW,"1996-04-23 16:00","1996-04-30 16:45",199604,6.220,5.900," ",.530," ",.062," ",.052," ",.169," ",.160," ",.780," ",.160," ",.650,189.000,12.700,12.700,"w ","            ",1996-09-22
CO98,NP5121SW,"1996-04-30 16:45","1996-05-07 16:30",199605,5.360,7.200," ",.280," ",.036," ",.037," ",.097," ",.210," ",.890," ",.130," ",.820,702.600,30.480,30.480,"w ","            ",1996-10-22
CO98,NP5370SW,"1996-05-07 16:30","1996-05-14 16:30",199605,5.480,18.400," ",1.300," ",.159," ",.100," ",.323," ",.520," ",3.870," ",.380," ",2.090,-9.000,1.270,1.270,"w ","            ",1996-10-22
CO98,NP5565SW,"1996-05-14 16:30","1996-05-21 18:00",199605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,189.800,8.890,8.890,"  ","uc          ",1996-10-22
CO98,NP5739SW,"1996-05-21 18:00","1996-05-28 17:00",199605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1293.600,58.420,58.420,"  ","u           ",1996-10-22
CO98,NP5982SW,"1996-05-28 17:00","1996-06-04 18:30",199605,4.670,12.800," ",.150," ",.025," ",.025," ",.116," ",.230," ",1.370," ",.150," ",.880,-9.000,8.890,8.890,"w ","            ",1996-10-22
CO98,NP6136SW,"1996-06-04 18:30","1996-06-11 17:30",199606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,9.700,-7.000,.127,"t ","            ",1996-10-22
CO98,NP6370SW,"1996-06-11 17:45","1996-06-18 15:50",199606,5.160,6.800," ",.100," ",.012," ",.031," ",.033," ",.270," ",.840," ",.060," ",.500,1353.000,20.320,20.320,"w ","            ",1996-10-22
CO98,NP6532SW,"1996-06-18 15:50","1996-06-25 16:30",199606,4.980,8.700," ",.180," ",.022," ",.048," ",.102," ",.190," ",.860," ",.120," ",.780,1123.700,13.970,13.970,"w ","            ",1996-10-22
CO98,NP6742SW,"1996-06-25 16:30","1996-07-02 16:05",199606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,457.700,8.890,8.890,"  ","c           ",1997-01-24
